table_id,target_column
GitTables_80119,0
GitTables_140354,0
GitTables_116961,7
GitTables_138316,3
GitTables_14648,0
GitTables_34122,8
GitTables_156420,5
GitTables_88430,0
GitTables_53647,2
GitTables_244,2
GitTables_22993,1
GitTables_36687,10
GitTables_176845,0
GitTables_45967,3
GitTables_188621,2
GitTables_101748,15
GitTables_121347,0
GitTables_6405,6
GitTables_28728,7
GitTables_154641,1
GitTables_113332,0
GitTables_108296,0
GitTables_79668,8
GitTables_80294,1
GitTables_104558,2
GitTables_69834,12
GitTables_206274,1
GitTables_2639,1
GitTables_57773,1
GitTables_159501,0
GitTables_71526,0
GitTables_50683,1
GitTables_86673,4
GitTables_202601,0
GitTables_66330,0
GitTables_32853,4
GitTables_4382,4
GitTables_197392,1
GitTables_103066,21
GitTables_295,0
GitTables_53702,7
GitTables_101118,3
GitTables_56647,0
GitTables_82882,3
GitTables_137664,0
GitTables_87081,9
GitTables_73039,5
GitTables_8350,2
GitTables_100434,2
GitTables_68269,8
GitTables_50858,2
GitTables_58486,0
GitTables_32932,1
GitTables_159755,0
GitTables_13026,0
GitTables_52925,3
GitTables_161013,5
GitTables_203630,2
GitTables_6505,0
GitTables_150596,1
GitTables_50931,4
GitTables_102974,7
GitTables_120614,8
GitTables_65118,3
GitTables_197969,3
GitTables_26264,18
GitTables_52965,6
GitTables_8290,4
GitTables_56418,0
GitTables_32276,7
GitTables_6366,2
GitTables_120660,13
GitTables_50189,20
GitTables_30580,1
GitTables_67492,5
GitTables_172670,2
GitTables_85654,0
GitTables_47830,4
GitTables_63241,2
GitTables_67695,4
GitTables_3080,0
GitTables_118997,23
GitTables_44594,3
GitTables_39283,5
GitTables_69090,4
GitTables_165617,1
GitTables_119353,0
GitTables_40050,7
GitTables_81398,2
GitTables_127566,0
GitTables_92837,1
GitTables_104567,0
GitTables_23456,5
GitTables_169633,4
GitTables_103930,9
GitTables_168040,0
GitTables_152733,2
GitTables_189344,0
GitTables_171853,1
GitTables_56358,10
GitTables_150186,1
GitTables_62221,6
GitTables_12859,0
GitTables_12986,3
GitTables_21410,2
GitTables_198934,0
GitTables_145226,1
GitTables_70408,3
GitTables_198934,1
GitTables_41293,0
GitTables_22632,1
GitTables_153217,2
GitTables_21389,1
GitTables_159171,2
GitTables_185095,14
GitTables_204311,1
GitTables_76175,6
GitTables_105107,5
GitTables_57597,1
GitTables_116755,2
GitTables_21,0
GitTables_173853,9
GitTables_147905,0
GitTables_91776,12
GitTables_63634,10
GitTables_91910,6
GitTables_62937,5
GitTables_26927,4
GitTables_67428,3
GitTables_37840,3
GitTables_95014,11
GitTables_72837,0
GitTables_7136,5
GitTables_137077,4
GitTables_46968,2
GitTables_70391,0
GitTables_1456,4
GitTables_24897,2
GitTables_131531,11
GitTables_24997,44
GitTables_14087,8
GitTables_156240,3
GitTables_136703,1
GitTables_132776,6
GitTables_147668,13
GitTables_104044,19
GitTables_88104,2
GitTables_96819,6
GitTables_183282,1
GitTables_5762,1
GitTables_50864,6
GitTables_119573,0
GitTables_177975,4
GitTables_75163,13
GitTables_127288,13
GitTables_49586,1
GitTables_135898,0
GitTables_50327,4
GitTables_104752,1
GitTables_184604,4
GitTables_185168,21
GitTables_3553,7
GitTables_92089,1
GitTables_164363,0
GitTables_6263,1
GitTables_76779,6
GitTables_117436,0
GitTables_95143,0
GitTables_144514,38
GitTables_95014,9
GitTables_161058,0
GitTables_4850,16
GitTables_74484,0
GitTables_24753,2
GitTables_149014,23
GitTables_16082,3
GitTables_1771,9
GitTables_42611,9
GitTables_356,5
GitTables_172707,0
GitTables_52544,2
GitTables_14383,0
GitTables_23977,0
GitTables_33659,1
GitTables_2105,13
GitTables_12119,0
GitTables_15649,2
GitTables_17742,4
GitTables_24955,11
GitTables_24719,2
GitTables_134143,7
GitTables_55496,1
GitTables_37646,0
GitTables_43951,0
GitTables_977,0
GitTables_60759,7
GitTables_173689,6
GitTables_49626,1
GitTables_158393,0
GitTables_10571,0
GitTables_35763,3
GitTables_70219,0
GitTables_14352,2
GitTables_71314,2
GitTables_1505,7
GitTables_28823,1
GitTables_45768,8
GitTables_19635,8
GitTables_35136,1
GitTables_78405,11
GitTables_102552,5
GitTables_34431,3
GitTables_206701,3
GitTables_131524,1
GitTables_17617,3
GitTables_113932,1
GitTables_149816,0
GitTables_155663,1
GitTables_12046,16
GitTables_105232,11
GitTables_13084,6
GitTables_31653,4
GitTables_172707,4
GitTables_144456,1
GitTables_82025,2
GitTables_179503,0
GitTables_197588,0
GitTables_41263,2
GitTables_134634,1
GitTables_133795,1
GitTables_50237,22
GitTables_67747,17
GitTables_77504,1
GitTables_200424,7
GitTables_58626,1
GitTables_34384,1
GitTables_16899,9
GitTables_80973,7
GitTables_189196,2
GitTables_4576,4
GitTables_202342,4
GitTables_94685,0
GitTables_26048,3
GitTables_130452,18
GitTables_97706,2
GitTables_37200,5
GitTables_92388,7
GitTables_4650,11
GitTables_164014,2
GitTables_5451,1
GitTables_7315,0
GitTables_137069,3
GitTables_73185,2
GitTables_60759,4
GitTables_103646,1
GitTables_97104,13
GitTables_120614,11
GitTables_84186,2
GitTables_71148,4
GitTables_65030,0
GitTables_23474,10
GitTables_85240,1
GitTables_183737,1
GitTables_7352,7
GitTables_188756,0
GitTables_32190,5
GitTables_74382,1
GitTables_5410,11
GitTables_126638,4
GitTables_1173,2
GitTables_55264,7
GitTables_167306,1
GitTables_201605,4
GitTables_136531,8
GitTables_41131,6
GitTables_107862,13
GitTables_36635,9
GitTables_129,3
GitTables_101505,0
GitTables_136615,1
GitTables_194244,2
GitTables_81130,7
GitTables_169274,2
GitTables_37659,0
GitTables_101505,2
GitTables_110839,1
GitTables_45780,7
GitTables_1012,1
GitTables_13328,1
GitTables_98795,9
GitTables_7755,5
GitTables_96953,6
GitTables_8771,1
GitTables_7211,9
GitTables_181894,1
GitTables_146380,7
GitTables_146425,2
GitTables_2877,2
GitTables_13761,0
GitTables_9119,4
GitTables_64438,0
GitTables_55159,2
GitTables_172287,0
GitTables_435,7
GitTables_118663,0
GitTables_127288,6
GitTables_74139,0
GitTables_113714,3
GitTables_28964,0
GitTables_12859,2
GitTables_128461,3
GitTables_185575,11
GitTables_98723,7
GitTables_108296,9
GitTables_110839,8
GitTables_185166,16
GitTables_137068,0
GitTables_175680,21
GitTables_33509,0
GitTables_44210,4
GitTables_91132,0
GitTables_117317,1
GitTables_28395,7
GitTables_297,31
GitTables_157673,3
GitTables_39690,0
GitTables_2150,0
GitTables_66392,9
GitTables_132214,1
GitTables_50380,0
GitTables_120920,5
GitTables_193589,1
GitTables_200377,1
GitTables_24087,1
GitTables_31103,3
GitTables_60786,1
GitTables_288,2
GitTables_85491,0
GitTables_161267,4
GitTables_73466,10
GitTables_91399,0
GitTables_45054,8
GitTables_121049,8
GitTables_35848,0
GitTables_140589,0
GitTables_3650,7
GitTables_136930,3
GitTables_106875,5
GitTables_51429,6
GitTables_25659,2
GitTables_190714,1
GitTables_12468,8
GitTables_109151,2
GitTables_106011,2
GitTables_36033,3
GitTables_2286,1
GitTables_98729,1
GitTables_112510,0
GitTables_79313,1
GitTables_151389,3
GitTables_2704,68
GitTables_96377,0
GitTables_123714,0
GitTables_75564,6
GitTables_206904,6
GitTables_55034,7
GitTables_27350,8
GitTables_26585,0
GitTables_2037,5
GitTables_117226,1
GitTables_116345,2
GitTables_185810,1
GitTables_76010,4
GitTables_173853,0
GitTables_144332,1
GitTables_66399,1
GitTables_15866,3
GitTables_88320,1
GitTables_178543,3
GitTables_49656,4
GitTables_99275,14
GitTables_16615,2
GitTables_61679,5
GitTables_132569,23
GitTables_45007,2
GitTables_16188,15
GitTables_51060,1
GitTables_29600,8
GitTables_79611,5
GitTables_142073,1
GitTables_356,4
GitTables_46019,0
GitTables_165533,3
GitTables_141354,7
GitTables_158996,1
GitTables_126594,5
GitTables_8470,0
GitTables_766,7
GitTables_710,3
GitTables_48593,0
GitTables_28850,24
GitTables_21960,1
GitTables_2184,1
GitTables_68966,3
GitTables_31833,7
GitTables_239,3
GitTables_7332,2
GitTables_91391,6
GitTables_25501,2
GitTables_168948,4
GitTables_156665,0
GitTables_10724,10
GitTables_177562,0
GitTables_153503,0
GitTables_11848,2
GitTables_155041,3
GitTables_75001,4
GitTables_16387,7
GitTables_34715,6
GitTables_44897,9
GitTables_20195,3
GitTables_14310,4
GitTables_97093,0
GitTables_168117,2
GitTables_96554,3
GitTables_22039,2
GitTables_35901,3
GitTables_136614,2
GitTables_121843,1
GitTables_132194,1
GitTables_9022,0
GitTables_65598,2
GitTables_118451,0
GitTables_57347,6
GitTables_19163,12
GitTables_191368,4
GitTables_159171,1
GitTables_27350,1
GitTables_27685,4
GitTables_81049,10
GitTables_52011,4
GitTables_127797,17
GitTables_18835,0
GitTables_11423,4
GitTables_193961,10
GitTables_119245,12
GitTables_171816,7
GitTables_40585,1
GitTables_140703,5
GitTables_80135,3
GitTables_124341,6
GitTables_178764,13
GitTables_64068,0
GitTables_96815,0
GitTables_3137,8
GitTables_150394,0
GitTables_144332,0
GitTables_6511,7
GitTables_180310,8
GitTables_36841,7
GitTables_13744,42
GitTables_74476,6
GitTables_177778,8
GitTables_57278,1
GitTables_20896,0
GitTables_181737,1
GitTables_60853,0
GitTables_8588,5
GitTables_176522,9
GitTables_11405,2
GitTables_123323,1
GitTables_91275,5
GitTables_98505,3
GitTables_40500,0
GitTables_146615,8
GitTables_32048,6
GitTables_68486,12
GitTables_149756,0
GitTables_2680,2
GitTables_17538,5
GitTables_1669,7
GitTables_36687,7
GitTables_16817,8
GitTables_22052,1
GitTables_8771,3
GitTables_200074,7
GitTables_10083,10
GitTables_53509,8
GitTables_58577,9
GitTables_31230,0
GitTables_196439,3
GitTables_81352,13
GitTables_23067,7
GitTables_2460,0
GitTables_40724,17
GitTables_82709,1
GitTables_38338,15
GitTables_80256,1
GitTables_5522,4
GitTables_59159,27
GitTables_20462,6
GitTables_16198,16
GitTables_53076,1
GitTables_95434,3
GitTables_148712,9
GitTables_63348,3
GitTables_139067,4
GitTables_8256,13
GitTables_39402,4
GitTables_55965,6
GitTables_646,3
GitTables_90190,1
GitTables_69646,0
GitTables_73214,4
GitTables_82451,1
GitTables_7368,9
GitTables_70138,11
GitTables_4308,0
GitTables_205904,2
GitTables_31808,1
GitTables_79951,0
GitTables_16386,0
GitTables_73039,6
GitTables_23787,0
GitTables_182734,16
GitTables_25432,4
GitTables_124927,1
GitTables_105364,0
GitTables_120920,8
GitTables_65807,7
GitTables_170852,5
GitTables_83633,0
GitTables_1189,2
GitTables_2219,3
GitTables_56358,13
GitTables_31455,1
GitTables_185420,6
GitTables_84020,0
GitTables_92837,5
GitTables_81352,55
GitTables_189484,2
GitTables_63180,6
GitTables_154832,0
GitTables_39174,47
GitTables_101603,1
GitTables_20035,9
GitTables_1968,1
GitTables_2175,1
GitTables_84744,0
GitTables_103586,30
GitTables_87116,10
GitTables_24791,5
GitTables_3282,7
GitTables_90151,0
GitTables_128553,4
GitTables_26051,12
GitTables_13534,25
GitTables_109577,1
GitTables_118637,28
GitTables_89658,0
GitTables_6165,14
GitTables_21911,0
GitTables_118795,3
GitTables_152453,3
GitTables_41249,1
GitTables_41486,10
GitTables_70668,1
GitTables_80849,0
GitTables_6778,0
GitTables_15355,1
GitTables_29246,0
GitTables_161761,1
GitTables_83471,0
GitTables_145394,0
GitTables_100325,0
GitTables_5337,3
GitTables_3350,0
GitTables_58186,2
GitTables_24690,1
GitTables_131737,2
GitTables_134072,0
GitTables_176815,2
GitTables_99585,0
GitTables_99378,5
GitTables_138718,20
GitTables_127807,1
GitTables_104390,4
GitTables_50189,31
GitTables_119573,21
GitTables_84998,6
GitTables_32520,14
GitTables_90992,3
GitTables_29246,1
GitTables_175744,3
GitTables_3628,7
GitTables_101314,33
GitTables_100658,9
GitTables_37561,0
GitTables_68492,2
GitTables_165256,0
GitTables_79767,7
GitTables_78834,18
GitTables_134334,1
GitTables_114056,1
GitTables_109300,5
GitTables_148821,21
GitTables_10137,0
GitTables_135232,6
GitTables_58634,11
GitTables_139019,0
GitTables_157326,2
GitTables_139569,0
GitTables_161330,3
GitTables_93106,1
GitTables_186178,12
GitTables_7793,5
GitTables_10102,0
GitTables_14681,50
GitTables_49656,1
GitTables_988,6
GitTables_23213,8
GitTables_22905,39
GitTables_16475,0
GitTables_66394,4
GitTables_24437,8
GitTables_55933,0
GitTables_95116,9
GitTables_18860,0
GitTables_205888,1
GitTables_40860,6
GitTables_230,0
GitTables_188708,1
GitTables_130309,2
GitTables_205139,0
GitTables_4421,11
GitTables_19625,6
GitTables_127797,20
GitTables_27145,2
GitTables_50908,4
GitTables_68269,4
GitTables_130309,3
GitTables_73466,0
GitTables_117226,20
GitTables_79032,6
GitTables_170852,21
GitTables_15175,0
GitTables_187489,1
GitTables_13082,8
GitTables_31493,0
GitTables_156649,4
GitTables_133555,1
GitTables_200931,1
GitTables_16531,4
GitTables_100939,0
GitTables_27206,14
GitTables_131416,2
GitTables_115387,3
GitTables_110581,16
GitTables_23204,2
GitTables_118637,33
GitTables_117510,3
GitTables_13509,0
GitTables_44143,2
GitTables_22039,1
GitTables_136550,2
GitTables_49033,2
GitTables_130647,0
GitTables_7755,2
GitTables_177769,0
GitTables_108449,12
GitTables_58302,10
GitTables_16307,3
GitTables_206113,0
GitTables_3233,6
GitTables_8929,6
GitTables_59159,39
GitTables_105498,3
GitTables_85298,5
GitTables_4421,14
GitTables_4255,3
GitTables_24317,0
GitTables_52965,12
GitTables_35101,0
GitTables_168694,1
GitTables_17932,0
GitTables_45136,2
GitTables_201958,1
GitTables_205545,1
GitTables_9591,3
GitTables_103803,0
GitTables_3469,8
GitTables_36672,4
GitTables_22905,5
GitTables_245,2
GitTables_3551,2
GitTables_27233,9
GitTables_74081,0
GitTables_38801,0
GitTables_166427,4
GitTables_94447,3
GitTables_91343,1
GitTables_128449,0
GitTables_125073,12
GitTables_81639,12
GitTables_7105,4
GitTables_151860,1
GitTables_15736,2
GitTables_126113,6
GitTables_117519,0
GitTables_173092,4
GitTables_98139,25
GitTables_104584,0
GitTables_5410,10
GitTables_169040,3
GitTables_113470,4
GitTables_94268,0
GitTables_175114,1
GitTables_126933,5
GitTables_7271,0
GitTables_34999,7
GitTables_9826,7
GitTables_61714,10
GitTables_7430,11
GitTables_129518,5
GitTables_167011,1
GitTables_59159,22
GitTables_107504,1
GitTables_72837,9
GitTables_148824,6
GitTables_113211,0
GitTables_11242,4
GitTables_48316,4
GitTables_107898,1
GitTables_81808,4
GitTables_81808,12
GitTables_69577,4
GitTables_36659,11
GitTables_25152,7
GitTables_53160,0
GitTables_8285,4
GitTables_69360,0
GitTables_81970,21
GitTables_66923,6
GitTables_61276,2
GitTables_126513,0
GitTables_148167,8
GitTables_82048,1
GitTables_4650,16
GitTables_1680,0
GitTables_86453,6
GitTables_118585,7
GitTables_134244,0
GitTables_29600,5
GitTables_59025,3
GitTables_142535,7
GitTables_97838,10
GitTables_53509,4
GitTables_9367,4
GitTables_165821,5
GitTables_11304,2
GitTables_144514,6
GitTables_202619,5
GitTables_21065,5
GitTables_141829,1
GitTables_98795,2
GitTables_5561,3
GitTables_49808,9
GitTables_3590,11
GitTables_19644,11
GitTables_78278,1
GitTables_124483,2
GitTables_180310,15
GitTables_34520,3
GitTables_158806,0
GitTables_87098,1
GitTables_91842,2
GitTables_201572,10
GitTables_147994,5
GitTables_167637,7
GitTables_184822,1
GitTables_60271,3
GitTables_114572,0
GitTables_150597,1
GitTables_100895,4
GitTables_127071,11
GitTables_96815,48
GitTables_17589,0
GitTables_102974,1
GitTables_86453,24
GitTables_7974,6
GitTables_10487,11
GitTables_26969,1
GitTables_12654,0
GitTables_22095,3
GitTables_1730,1
GitTables_95974,5
GitTables_9738,1
GitTables_197870,1
GitTables_114797,3
GitTables_32848,0
GitTables_59202,26
GitTables_41907,19
GitTables_35177,9
GitTables_64277,0
GitTables_831,1
GitTables_41710,18
GitTables_137544,2
GitTables_140238,3
GitTables_20472,6
GitTables_807,0
GitTables_131223,0
GitTables_6203,6
GitTables_158810,0
GitTables_94447,0
GitTables_117723,0
GitTables_23701,1
GitTables_99960,0
GitTables_62023,0
GitTables_75554,38
GitTables_75554,9
GitTables_37899,6
GitTables_109151,21
GitTables_101556,5
GitTables_49563,2
GitTables_159906,2
GitTables_131499,3
GitTables_105018,23
GitTables_59530,2
GitTables_166601,4
GitTables_82169,2
GitTables_35222,0
GitTables_205888,2
GitTables_125106,32
GitTables_203411,8
GitTables_43927,1
GitTables_16531,0
GitTables_5483,12
GitTables_44897,37
GitTables_41885,6
GitTables_141523,4
GitTables_88712,5
GitTables_170969,6
GitTables_200695,15
GitTables_39254,4
GitTables_95158,4
GitTables_50189,8
GitTables_47216,3
GitTables_14352,5
GitTables_149239,0
GitTables_393,2
GitTables_91080,1
GitTables_203165,1
GitTables_103014,0
GitTables_77002,4
GitTables_24251,4
GitTables_4899,9
GitTables_57532,4
GitTables_133380,5
GitTables_19644,10
GitTables_147797,4
GitTables_210,13
GitTables_53572,0
GitTables_137588,2
GitTables_39340,4
GitTables_110561,4
GitTables_39756,4
GitTables_60337,3
GitTables_58454,0
GitTables_34122,6
GitTables_25820,6
GitTables_192424,2
GitTables_35598,1
GitTables_119221,2
GitTables_8033,15
GitTables_13225,1
GitTables_102496,13
GitTables_41556,0
GitTables_68133,0
GitTables_109216,4
GitTables_5378,7
GitTables_4163,6
GitTables_130005,8
GitTables_56186,6
GitTables_191778,4
GitTables_70442,0
GitTables_52965,3
GitTables_74992,0
GitTables_43065,75
GitTables_124369,2
GitTables_90084,2
GitTables_16291,1
GitTables_4471,3
GitTables_50195,6
GitTables_76342,0
GitTables_112954,2
GitTables_29224,0
GitTables_45194,0
GitTables_3874,0
GitTables_21233,5
GitTables_156415,4
GitTables_122540,0
GitTables_147353,11
GitTables_79477,11
GitTables_48322,2
GitTables_55304,0
GitTables_22312,4
GitTables_34265,0
GitTables_86185,2
GitTables_98598,7
GitTables_82714,0
GitTables_40208,8
GitTables_150993,3
GitTables_16940,0
GitTables_76407,0
GitTables_135704,4
GitTables_47563,9
GitTables_50237,25
GitTables_6339,13
GitTables_141604,2
GitTables_49833,6
GitTables_36298,0
GitTables_12874,11
GitTables_28013,9
GitTables_91646,2
GitTables_180483,1
GitTables_58567,0
GitTables_23651,1
GitTables_8824,1
GitTables_8514,1
GitTables_44677,4
GitTables_101873,25
GitTables_5014,17
GitTables_87704,0
GitTables_101428,0
GitTables_146447,2
GitTables_52776,6
GitTables_203724,0
GitTables_6131,2
GitTables_132690,0
GitTables_41022,0
GitTables_157726,4
GitTables_5410,7
GitTables_81049,3
GitTables_9983,16
GitTables_5014,14
GitTables_127106,0
GitTables_121392,11
GitTables_4850,18
GitTables_135853,0
GitTables_202168,1
GitTables_75867,3
GitTables_108730,2
GitTables_36513,5
GitTables_17203,8
GitTables_132842,0
GitTables_9731,0
GitTables_16837,2
GitTables_84610,4
GitTables_9850,0
GitTables_2286,4
GitTables_45780,2
GitTables_11125,6
GitTables_134164,10
GitTables_61340,0
GitTables_65515,0
GitTables_1342,1
GitTables_148821,12
GitTables_51865,3
GitTables_47988,0
GitTables_122634,1
GitTables_41,5
GitTables_13123,9
GitTables_42611,3
GitTables_18562,2
GitTables_130003,15
GitTables_39455,2
GitTables_12412,4
GitTables_6339,4
GitTables_156034,0
GitTables_49788,0
GitTables_107873,6
GitTables_119908,6
GitTables_181317,2
GitTables_61664,56
GitTables_154700,0
GitTables_128922,2
GitTables_10028,0
GitTables_30589,3
GitTables_56647,4
GitTables_91318,18
GitTables_70138,12
GitTables_122627,0
GitTables_170712,2
GitTables_74893,2
GitTables_179101,7
GitTables_28138,0
GitTables_30911,1
GitTables_37142,2
GitTables_136614,0
GitTables_57639,18
GitTables_109756,3
GitTables_196615,3
GitTables_170709,7
GitTables_210,0
GitTables_103517,3
GitTables_198032,7
GitTables_55083,3
GitTables_57278,13
GitTables_15386,0
GitTables_39191,8
GitTables_17466,1
GitTables_109957,0
GitTables_20715,5
GitTables_11209,2
GitTables_136550,0
GitTables_111036,92
GitTables_15569,2
GitTables_77123,2
GitTables_1173,0
GitTables_156721,20
GitTables_30304,0
GitTables_155490,1
GitTables_201414,1
GitTables_18478,1
GitTables_30502,11
GitTables_128711,12
GitTables_4222,2
GitTables_37168,6
GitTables_4085,3
GitTables_110686,0
GitTables_186079,5
GitTables_13867,3
GitTables_120660,0
GitTables_58855,0
GitTables_21870,0
GitTables_75732,0
GitTables_11379,3
GitTables_30038,4
GitTables_180115,0
GitTables_47552,11
GitTables_61689,15
GitTables_103969,1
GitTables_42454,1
GitTables_113714,1
GitTables_1487,14
GitTables_49840,4
GitTables_40642,0
GitTables_6717,8
GitTables_26051,11
GitTables_4619,4
GitTables_113174,0
GitTables_186549,1
GitTables_85825,0
GitTables_43291,1
GitTables_5698,3
GitTables_113568,5
GitTables_157219,0
GitTables_58515,0
GitTables_120,0
GitTables_99212,2
GitTables_162857,12
GitTables_51230,7
GitTables_38133,3
GitTables_31850,8
GitTables_8771,0
GitTables_35227,0
GitTables_11125,9
GitTables_47497,0
GitTables_11387,1
GitTables_34338,0
GitTables_70268,5
GitTables_13439,2
GitTables_2199,5
GitTables_37304,23
GitTables_6781,0
GitTables_67956,4
GitTables_40139,0
GitTables_44897,0
GitTables_33700,60
GitTables_2,7
GitTables_21579,10
GitTables_202342,1
GitTables_117757,0
GitTables_26167,2
GitTables_109785,0
GitTables_16414,4
GitTables_106823,4
GitTables_117656,7
GitTables_103718,0
GitTables_9863,0
GitTables_192984,2
GitTables_35763,6
GitTables_133762,0
GitTables_113254,19
GitTables_202499,1
GitTables_143725,1
GitTables_172446,30
GitTables_187354,0
GitTables_193064,4
GitTables_66701,2
GitTables_145653,2
GitTables_164832,1
GitTables_10778,1
GitTables_22423,0
GitTables_1843,8
GitTables_160082,8
GitTables_103735,0
GitTables_104811,2
GitTables_107673,2
GitTables_205545,2
GitTables_37760,3
GitTables_3153,3
GitTables_20348,5
GitTables_5164,11
GitTables_27302,0
GitTables_110111,9
GitTables_72050,0
GitTables_176272,0
GitTables_7456,4
GitTables_36659,1
GitTables_31072,0
GitTables_11190,0
GitTables_5676,1
GitTables_168117,13
GitTables_23402,4
GitTables_255,28
GitTables_11805,5
GitTables_85186,12
GitTables_46382,1
GitTables_5014,18
GitTables_67039,0
GitTables_184217,0
GitTables_23821,3
GitTables_71939,0
GitTables_91128,4
GitTables_40859,11
GitTables_100893,8
GitTables_96268,0
GitTables_36991,5
GitTables_120154,1
GitTables_69,16
GitTables_174648,0
GitTables_20345,1
GitTables_435,0
GitTables_115747,0
GitTables_3536,3
GitTables_194324,1
GitTables_117656,1
GitTables_26534,0
GitTables_205407,8
GitTables_19362,3
GitTables_143426,0
GitTables_185033,0
GitTables_1188,0
GitTables_44815,3
GitTables_190723,0
GitTables_107386,2
GitTables_155205,3
GitTables_131265,1
GitTables_130005,0
GitTables_2383,4
GitTables_28120,1
GitTables_26645,20
GitTables_40343,8
GitTables_9364,4
GitTables_6599,15
GitTables_113839,0
GitTables_184160,3
GitTables_154480,0
GitTables_1209,0
GitTables_125469,2
GitTables_63398,9
GitTables_117375,30
GitTables_14536,3
GitTables_15508,2
GitTables_7215,0
GitTables_134471,1
GitTables_44974,2
GitTables_35067,3
GitTables_17422,6
GitTables_100895,8
GitTables_71698,2
GitTables_31260,1
GitTables_38522,1
GitTables_174676,3
GitTables_153944,16
GitTables_156263,4
GitTables_100197,11
GitTables_4104,4
GitTables_138718,1
GitTables_10330,2
GitTables_77863,6
GitTables_81775,19
GitTables_124512,1
GitTables_29567,4
GitTables_88423,2
GitTables_109697,3
GitTables_41770,43
GitTables_92544,5
GitTables_62994,2
GitTables_95393,0
GitTables_196856,2
GitTables_36635,8
GitTables_59096,1
GitTables_206287,1
GitTables_1517,1
GitTables_27998,35
GitTables_88334,2
GitTables_18264,2
GitTables_101094,10
GitTables_112810,2
GitTables_18264,5
GitTables_178539,2
GitTables_62993,0
GitTables_151884,0
GitTables_95191,0
GitTables_30641,0
GitTables_24955,4
GitTables_76997,17
GitTables_156560,22
GitTables_66064,14
GitTables_190709,2
GitTables_72362,1
GitTables_30920,4
GitTables_162788,1
GitTables_72854,2
GitTables_77480,0
GitTables_1209,5
GitTables_47056,7
GitTables_185420,1
GitTables_117618,0
GitTables_108730,1
GitTables_27406,0
GitTables_187002,0
GitTables_200660,2
GitTables_151357,0
GitTables_32611,2
GitTables_91443,0
GitTables_65030,1
GitTables_156415,2
GitTables_36343,1
GitTables_128439,5
GitTables_112153,0
GitTables_17807,1
GitTables_27611,7
GitTables_59202,33
GitTables_8727,2
GitTables_116961,19
GitTables_19782,0
GitTables_39884,5
GitTables_41344,6
GitTables_8220,3
GitTables_49022,1
GitTables_37561,1
GitTables_189659,5
GitTables_67565,11
GitTables_1785,2
GitTables_108937,1
GitTables_173689,1
GitTables_19870,6
GitTables_70138,10
GitTables_4968,5
GitTables_53702,9
GitTables_22905,12
GitTables_180449,3
GitTables_61226,2
GitTables_146631,0
GitTables_19946,0
GitTables_150596,0
GitTables_7862,1
GitTables_120422,5
GitTables_59129,8
GitTables_145357,1
GitTables_8725,0
GitTables_97072,0
GitTables_170533,2
GitTables_8345,2
GitTables_111036,3
GitTables_27941,0
GitTables_150132,0
GitTables_44564,32
GitTables_13509,1
GitTables_79571,29
GitTables_1561,25
GitTables_39738,2
GitTables_177262,4
GitTables_109383,0
GitTables_29964,2
GitTables_7438,14
GitTables_131546,25
GitTables_112922,0
GitTables_84997,4
GitTables_135232,1
GitTables_138593,10
GitTables_3000,2
GitTables_506,1
GitTables_16372,2
GitTables_169785,0
GitTables_155212,2
GitTables_189772,4
GitTables_101472,4
GitTables_188366,0
GitTables_200457,5
GitTables_50560,11
GitTables_79144,4
GitTables_164103,1
GitTables_15629,3
GitTables_2297,22
GitTables_85758,5
GitTables_87045,2
GitTables_4123,0
GitTables_44812,0
GitTables_106223,0
GitTables_20162,3
GitTables_18172,2
GitTables_169032,1
GitTables_136128,5
GitTables_192393,1
GitTables_75495,3
GitTables_108039,6
GitTables_92068,1
GitTables_137639,0
GitTables_62094,0
GitTables_37149,12
GitTables_39924,2
GitTables_44084,0
GitTables_95859,1
GitTables_148785,0
GitTables_174466,9
GitTables_177263,23
GitTables_24924,6
GitTables_757,9
GitTables_26573,3
GitTables_24435,1
GitTables_4120,0
GitTables_173424,2
GitTables_35739,5
GitTables_80195,12
GitTables_204434,0
GitTables_73277,3
GitTables_22911,2
GitTables_21389,5
GitTables_60497,3
GitTables_158593,4
GitTables_135704,1
GitTables_74535,15
GitTables_136550,3
GitTables_5087,3
GitTables_165286,34
GitTables_10054,0
GitTables_171291,2
GitTables_166640,23
GitTables_521,6
GitTables_56151,27
GitTables_23204,1
GitTables_32983,0
GitTables_183533,0
GitTables_3306,7
GitTables_171695,2
GitTables_148213,4
GitTables_153965,1
GitTables_409,1
GitTables_118774,5
GitTables_103062,0
GitTables_90197,14
GitTables_67869,1
GitTables_185674,0
GitTables_5156,9
GitTables_5247,3
GitTables_175094,11
GitTables_102437,3
GitTables_58103,0
GitTables_473,0
GitTables_64080,7
GitTables_141025,1
GitTables_11022,8
GitTables_20162,2
GitTables_11353,0
GitTables_83290,3
GitTables_1012,0
GitTables_27662,1
GitTables_32276,8
GitTables_36505,5
GitTables_41486,6
GitTables_84393,2
GitTables_30675,1
GitTables_99461,1
GitTables_73363,22
GitTables_155872,1
GitTables_26414,5
GitTables_38289,5
GitTables_186549,13
GitTables_132569,22
GitTables_95434,1
GitTables_34243,11
GitTables_177319,9
GitTables_435,13
GitTables_95125,2
GitTables_90257,10
GitTables_145139,2
GitTables_20850,5
GitTables_57508,2
